1.000000000000000021e-03,9.999998333333416367e-01,1.099499941673619396e+01
1.100180036007201642e-02,9.999798268535606827e-01,1.094492048545033036e+01
2.100360072014403195e-02,9.999264764145678885e-01,1.089472531774959130e+01
3.100540108021604749e-02,9.998397852185061385e-01,1.084441436228802402e+01
4.100720144028806302e-02,9.997197584686196015e-01,1.079398808745973959e+01
5.100900180036008202e-02,9.995664033688823613e-01,1.074344698130633802e+01
6.101080216043209409e-02,9.993797291234837177e-01,1.069279155142324811e+01
7.101260252050410615e-02,9.991597469361698236e-01,1.064202232486490374e+01
8.101440288057612515e-02,9.989064700094441029e-01,1.059113984804890585e+01
9.101620324064814416e-02,9.986199135436230057e-01,1.054014468665902626e+01
1.010180036007201632e-01,9.983000947357508759e-01,1.048903742554713858e+01
1.110198039607921683e-01,9.979470327783703798e-01,1.043781866863409213e+01
1.210216043208641873e-01,9.975607488581518245e-01,1.038648903880949348e+01
1.310234046809362063e-01,9.971412661543794798e-01,1.033504917783039900e+01
1.410252050410082114e-01,9.966886098372951253e-01,1.028349974621896834e+01
1.510270054010802443e-01,9.962028070663001555e-01,1.023184142315905198e+01
1.610288057611522494e-01,9.956838869880154652e-01,1.018007490639173440e+01
1.710306061212242545e-01,9.951318807341991146e-01,1.012820091210982376e+01
1.810324064812962874e-01,9.945468214195222201e-01,1.007622017485127586e+01
1.910342068413682926e-01,9.939287441392035127e-01,1.002413344739164813e+01
2.010360072014403254e-01,9.932776859665031211e-01,9.971941500635463029e+00
2.110378075615123306e-01,9.925936859500735787e-01,9.919645123506580120e+00
2.210396079215843357e-01,9.918767851111714995e-01,9.867245122837575266e+00
2.310414082816563686e-01,9.911270264407273656e-01,9.814742323258052181e+00
2.410432086417283737e-01,9.903444548962754279e-01,9.762137567082023182e+00
2.510450090018003788e-01,9.895291173987429412e-01,9.709431714194248997e+00
2.610468093618724117e-01,9.886810628290995107e-01,9.656625641935605131e+00
2.710486097219444446e-01,9.878003420248663291e-01,9.603720244987492549e+00
2.810504100820164219e-01,9.868870077764867466e-01,9.550716435255216297e+00
2.910522104420884548e-01,9.859411148235566191e-01,9.497615141750491929e+00
3.010540108021604877e-01,9.849627198509162129e-01,9.444417310472912774e+00
3.110558111622324651e-01,9.839518814846035522e-01,9.391123904290468616e+00
3.210576115223044980e-01,9.829086602876686563e-01,9.337735902819217060e+00
3.310594118823765308e-01,9.818331187558513307e-01,9.284254302301887307e+00
3.410612122424485082e-01,9.807253213131196246e-01,9.230680115485668580e+00
3.510630126025205411e-01,9.795853343070721753e-01,9.177014371499007339e+00
3.610648129625925740e-01,9.784132260042024409e-01,9.123258115727518103e+00
3.710666133226645513e-01,9.772090665850279301e-01,9.069412409689007859e+00
3.810684136827365842e-01,9.759729281390817635e-01,9.015478330907580329e+00
3.910702140428086171e-01,9.747048846597690108e-01,8.961456972786841391e+00
4.010720144028806500e-01,9.734050120390876915e-01,8.907349444482280276e+00
4.110738147629526273e-01,9.720733880622143275e-01,8.853156870772705744e+00
4.210756151230246602e-01,9.707100924019557153e-01,8.798880391930870459e+00
4.310774154830966931e-01,9.693152066130658051e-01,8.744521163593242719e+00
4.410792158431686705e-01,9.678888141264285760e-01,8.690080356628890002e+00
4.510810162032407034e-01,9.664310002431091284e-01,8.635559157007557829e+00
4.610828165633127362e-01,9.649418521282699945e-01,8.580958765666935051e+00
4.710846169233847136e-01,9.634214588049571093e-01,8.526280398379045167e+00
4.810864172834567465e-01,9.618699111477521102e-01,8.471525285615861378e+00
4.910882176435287794e-01,9.602873018762941859e-01,8.416694672414124057e+00
5.010900180036007567e-01,9.586737255486721399e-01,8.361789818239358851e+00
5.110918183636727896e-01,9.570292785546830050e-01,8.306811996849102542e+00
5.210936187237448225e-01,9.553540591089645373e-01,8.251762496155327753e+00
5.310954190838168554e-01,9.536481672439961477e-01,8.196642618086174892e+00
5.410972194438888883e-01,9.519117048029711592e-01,8.141453678446833209e+00
5.510990198039608101e-01,9.501447754325418327e-01,8.086197006779769936e+00
5.611008201640328430e-01,9.483474845754367166e-01,8.030873946224104998e+00
5.711026205241048759e-01,9.465199394629497665e-01,7.975485853374392420e+00
5.811044208841769088e-01,9.446622491073037864e-01,7.920034098138549084e+00
5.911062212442489416e-01,9.427745242938888603e-01,7.864520063595165311e+00
6.011080216043209745e-01,9.408568775733737732e-01,7.808945145850072045e+00
6.111098219643928964e-01,9.389094232536944196e-01,7.753310753892236562e+00
6.211116223244649293e-01,9.369322773919158687e-01,7.697618309448932550e+00
6.311134226845369621e-01,9.349255577859747479e-01,7.641869246840304442e+00
6.411152230446089950e-01,9.328893839662950604e-01,7.586065012833214105e+00
6.511170234046810279e-01,9.308238771872840989e-01,7.530207066494465806e+00
6.611188237647530608e-01,9.287291604187060123e-01,7.474296879043356157e+00
6.711206241248250937e-01,9.266053583369352475e-01,7.418335933703636975e+00
6.811224244848970155e-01,9.244525973160894194e-01,7.362325725554815570e+00
6.911242248449690484e-01,9.222710054190428330e-01,7.306267761382846615e+00
7.011260252050410813e-01,9.200607123883211003e-01,7.250163559530248492e+00
7.111278255651131142e-01,9.178218496368787394e-01,7.194014649745592571e+00
7.211296259251851470e-01,9.155545502387573142e-01,7.137822573032451601e+00
7.311314262852571799e-01,9.132589489196301091e-01,7.081588881497697940e+00
7.411332266453291018e-01,9.109351820472277872e-01,7.025315138199349718e+00
7.511350270054011347e-01,9.085833876216514726e-01,6.969002916993773056e+00
7.611368273654731675e-01,9.062037052655694813e-01,6.912653802382366486e+00
7.711386277255452004e-01,9.037962762143021411e-01,6.856269389357774635e+00
7.811404280856172333e-01,9.013612433057928142e-01,6.799851283249480183e+00
7.911422284456892662e-01,8.988987509704673418e-01,6.743401099568968604e+00
8.011440288057612991e-01,8.964089452209812459e-01,6.686920463854338692e+00
8.111458291658332209e-01,8.938919736418583506e-01,6.630411011514475206e+00
8.211476295259052538e-01,8.913479853790176044e-01,6.573874387672705488e+00
8.311494298859772867e-01,8.887771311291927656e-01,6.517312247009997783e+00
8.411512302460493196e-01,8.861795631292431752e-01,6.460726253607711023e+00
8.511530306061213524e-01,8.835554351453576150e-01,6.404118080789899636e+00
8.611548309661933853e-01,8.809049024621512514e-01,6.347489410965178713e+00
8.711566313262653072e-01,8.782281218716582183e-01,6.290841935468145962e+00
8.811584316863373401e-01,8.755252516622182846e-01,6.234177354400441295e+00
8.911602320464093729e-01,8.727964516072609369e-01,6.177497376471358770e+00
9.011620324064814058e-01,8.700418829539846577e-01,6.120803718838086382e+00
9.111638327665534387e-01,8.672617084119368380e-01,6.064098106945556843e+00
9.211656331266254716e-01,8.644560921414895516e-01,6.007382274365943076e+00
9.311674334866973934e-01,8.616251997422178510e-01,5.950657962637798448e+00
9.411692338467694263e-01,8.587691982411761460e-01,5.893926921104819527e+00
9.511710342068414592e-01,8.558882560810781026e-01,5.837190906754317510e+00
9.611728345669134921e-01,8.529825431083776222e-01,5.780451684055323724e+00
9.711746349269855250e-01,8.500522305612541185e-01,5.723711024796433122e+00
9.811764352870575578e-01,8.470974910575012062e-01,5.666970707923273842e+00
9.911782356471295907e-01,8.441184985823213527e-01,5.610232519375781379e+00
1.001180036007201402e+00,8.411154284760262723e-01,5.553498251925086393e+00
1.011181836367273545e+00,8.380884574216446170e-01,5.496769705010224882e+00
1.021183636727345467e+00,8.350377634324377407e-01,5.440048684574563254e+00
1.031185437087417389e+00,8.319635258393242028e-01,5.383337002901947166e+00
1.041187237447489533e+00,8.288659252782144549e-01,5.326636478452653201e+00
1.051189037807561455e+00,8.257451436772569320e-01,5.269948935699124704e+00
1.061190838167633599e+00,8.226013642439955476e-01,5.213276204961453608e+00
1.071192638527705521e+00,8.194347714524400361e-01,5.156620122242721038e+00
1.081194438887777665e+00,8.162455510300510308e-01,5.099982529064101655e+00
1.091196239247849586e+00,8.130338899446393208e-01,5.043365272299812574e+00
1.101198039607921508e+00,8.097999763911813975e-01,4.986770204011907737e+00
1.111199839967993652e+00,8.065439997785519566e-01,4.930199181284896426e+00
1.121201640328065574e+00,8.032661507161749093e-01,4.873654066060238321e+00
1.131203440688137718e+00,7.999666210005919043e-01,4.817136724970712436e+00
1.141205241048209640e+00,7.966456036019533560e-01,4.760649029174648383e+00
1.151207041408281784e+00,7.933032926504277604e-01,4.704192854190065276e+00
1.161208841768353706e+00,7.899398834225357380e-01,4.647770079728725356e+00
1.171210642128425627e+00,7.865555723274060274e-01,4.591382589530061509e+00
1.181212442488497771e+00,7.831505568929553185e-01,4.535032271195106546e+00
1.191214242848569693e+00,7.797250357519944775e-01,4.478721016020296375e+00
1.201216043208641837e+00,7.762792086282609416e-01,4.422450718831246519e+00
1.211217843568713759e+00,7.728132763223779511e-01,4.366223277816509096e+00
1.221219643928785681e+00,7.693274406977431701e-01,4.310040594361300492e+00
1.231221444288857825e+00,7.658219046663462537e-01,4.253904572881157087e+00
1.241223244648929747e+00,7.622968721745182474e-01,4.197817120655728651e+00
1.251225045009001891e+00,7.587525481886108203e-01,4.141780147662382561e+00
1.261226845369073812e+00,7.551891386806113271e-01,4.085795566410055812e+00
1.271228645729145956e+00,7.516068506136885929e-01,4.029865291772933844e+00
1.281230446089217878e+00,7.480058919276771912e-01,3.973991240824323867e+00
1.291232246449289800e+00,7.443864715244955521e-01,3.918175332670509992e+00
1.301234046809361944e+00,7.407487992535023436e-01,3.862419488284682068e+00
1.311235847169433866e+00,7.370930858967916777e-01,3.806725630340993316e+00
1.321237647529506010e+00,7.334195431544273669e-01,3.751095683048649931e+00
1.331239447889577932e+00,7.297283836296185600e-01,3.695531571986138353e+00
1.341241248249650075e+00,7.260198208138366471e-01,3.640035223935560005e+00
1.351243048609721997e+00,7.222940690718762102e-01,3.584608566717109923e+00
1.361244848969793919e+00,7.185513436268589071e-01,3.529253529023648195e+00
1.371246649329866063e+00,7.147918605451838436e-01,3.473972040255486782e+00
1.381248449689937985e+00,7.110158367214240993e-01,3.418766030355280705e+00
1.391250250050010129e+00,7.072234898631702960e-01,3.363637429643135057e+00
1.401252050410082051e+00,7.034150384758246499e-01,3.308588168651868777e+00
1.411253850770153973e+00,6.995907018473430661e-01,3.253620177962486704e+00
1.421255651130226116e+00,6.957507000329294922e-01,3.198735388039867011e+00
1.431257451490298038e+00,6.918952538396829777e-01,3.143935729068668028e+00
1.441259251850370182e+00,6.880245848111974372e-01,3.089223130789443328e+00
1.451261052210442104e+00,6.841389152121163386e-01,3.034599522335050370e+00
1.461262852570514248e+00,6.802384680126434269e-01,2.980066832067244764e+00
1.471264652930586170e+00,6.763234668730111476e-01,2.925626987413608937e+00
1.481266453290658092e+00,6.723941361279055506e-01,2.871281914704713945e+00
1.491268253650730236e+00,6.684507007708528903e-01,2.817033539011598364e+00
1.501270054010802157e+00,6.644933864385652589e-01,2.762883783983529629e+00
1.511271854370874301e+00,6.605224193952485834e-01,2.708834571686082437e+00
1.521273654730946223e+00,6.565380265168742069e-01,2.654887822439549794e+00
1.531275455091018367e+00,6.525404352754136106e-01,2.601045454657680001e+00
1.541277255451090289e+00,6.485298737230396071e-01,2.547309384686763600e+00
1.551279055811162211e+00,6.445065704762935610e-01,2.493681526645076918e+00
1.561280856171234355e+00,6.404707547002210788e-01,2.440163792262697307e+00
1.571282656531306277e+00,6.364226560924761689e-01,2.386758090721703862e+00
1.581284456891378420e+00,6.323625048673963134e-01,2.333466328496753839e+00
1.591286257251450342e+00,6.282905317400482303e-01,2.280290409196085388e+00
1.601288057611522486e+00,6.242069679102469903e-01,2.227232233402907102e+00
1.611289857971594408e+00,6.201120450465498202e-01,2.174293698517242746e+00
1.621291658331666330e+00,6.160059952702227060e-01,2.121476698598184552e+00
1.631293458691738474e+00,6.118890511391862352e-01,2.068783124206615476e+00
1.641295259051810396e+00,6.077614456319373470e-01,2.016214862248398632e+00
1.651297059411882540e+00,6.036234121314497658e-01,1.963773795817985057e+00
1.661298859771954461e+00,5.994751844090557835e-01,1.911461804042561496e+00
1.671300660132026383e+00,5.953169966083086129e-01,1.859280761926669356e+00
1.681302460492098527e+00,5.911490832288261998e-01,1.807232540197312165e+00
1.691304260852170449e+00,5.869716791101220466e-01,1.755319005149595046e+00
1.701306061212242593e+00,5.827850194154154950e-01,1.703542018492880228e+00
1.711307861572314515e+00,5.785893396154354607e-01,1.651903437197482116e+00
1.721309661932386659e+00,5.743848754722044037e-01,1.600405113341900609e+00
1.731311462292458581e+00,5.701718630228164164e-01,1.549048893960631723e+00
